ciudad_casa,ubicacion,zona,ventaoalquiler,descripespecif,metrajeconstruc,metrajeterreno,precio,unidadterreno,seguridad,piscina/jacuzzi,terraza,baños,parqueo,financiamiento,zon_comercial,areasocial
GUAYAQUIL,Alborada XIII,gquil - norte,VENTA,CASA,276.0,246.0,129000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Atrás De Comité De Los Ceibos,gquil - ceibos & vía a la costa,VENTA,Casa,290.0,600.0,199999.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,km 7,gquil - samborondón,VENTA,CASA,300.0,425.0,325000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Santa Cecilia,gquil - ceibos & vía a la costa,VENTA,CASA,170.0,308.0,75000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Altura Miraflores,gquil - norte,ALQUILER,Local,77.0,77.0,750.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Santa Cecilia,gquil - ceibos & vía a la costa,VENTA,CASA,350.0,385.0,155000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Urbanización Puerto Azul,gquil - ceibos & vía a la costa,VENTA,CASA,419.0,460.0,320000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Boungaville,gquil - samborondón,VENTA,CASA,200.0,225.0,169000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Cdla. Albatros,gquil - norte,VENTA,CASA,208.0,180.0,115000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,MATICES,gquil - samborondón,VENTA,CASA,140.0,160.0,82000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Entrerios,gquil - samborondón,ALQUILER,DPTO,110.0,183.0,450.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,LAS RIBERAS,gquil - samborondón,VENTA,CASA,312.0,275.0,198000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,A 2 Cuadras Del Tennis Club,península & ruta del sol,ALQUILER,Casa Duplex,42.0,300.0,300.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Av. Ejército 2315,gquil - centro,VENTA,Hotel,476.0,166.0,220000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Portoviejo,Chile 130 Y Pedro Gual,otras zonas / costa & galap.,VENTA,Edificio,600.0,510.0,640000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Calle Sexta,gquil - samborondón,VENTA,DPTO,110.0,183.0,68000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Samborondon,gquil - samborondón,ALQUILER,CASA DUPLEX,175.0,200.0,1000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Fuentes del Rio ,gquil - samborondón,VENTA,CASA,126.0,141.0,79000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Cdla. Los Ceibos Avenida Segunda #417 y calle septima,gquil - norte,VENTA,VILLA,700.0,1315.0,280000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Sector Centro Sur,gquil - centro,VENTA,Edificio,845.0,555.0,350000.0,m2,0,0.0,0.0,1983,0.0,0.0,0.0,0.0
Playas,Playas,otras zonas / costa & galap.,VENTA,Casa,300.0,400.0,130000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Guayaquil,Urb. San Andrés,gquil - samborondón,ALQUILER,Dpto.,97.0,97.0,850.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Puerto Azul,gquil - ceibos & vía a la costa,VENTA,Villa,467.0,450.0,350000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Ciudad Colon,gquil - norte,VENTA,OFICINA,37.0,50.0,65000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Urbanizacion Milann,gquil - samborondón,VENTA,Casa,115.0,121.0,79500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,811 Entre Esmeraldas Y Los Rios,gquil - centro,VENTA,Casa,328.0,222.0,180000.0,m2,0,0.0,0.0,0,0.0,0.0,1.0,0.0
Guayaquil,Km 4 1/2  Via A Samborondon,gquil - samborondón,VENTA,Casa,205.0,280.0,225000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
